Partido,Dimensión,Categoría Tecnológica,Cita Textual de la Propuesta,Madurez
Fuerza Popular,"Educación, Ciencia y Tecnología (CTI)",Inteligencia Artificial,"Ampliación de la formación en servicio y acompañamiento pedagógico a docentes... en competencias y uso de las herramientas digitales, así como el uso crítico y ético de herramientas de Inteligencia Artificial (IA) para la mejora educativa. (Pág. 81)",Programática
Fuerza Popular,"Educación, Ciencia y Tecnología (CTI)",Sistemas de Información y Software de Gestión,Desarrollo de nuevos programas curriculares de ocupaciones técnicas en áreas digitales y tecnológicas para brindar a los adolescentes mejores oportunidades de inserción laboral... (Pág. 81),Programática
Fuerza Popular,"Gestión de Riesgos, Desastres y Resiliencia",Sistemas de Información y Software de Gestión,"Actualización de los sistemas nacionales de información (SINPAD, SIGRID, ENAGERD) para incorporar indicadores de afectación y respuesta dirigidos a la niñez y adolescencia... (Pág. 82)",Normativa/Estructurada
Fuerza Popular,"Educación, Ciencia y Tecnología (CTI)",Sistemas de Información y Software de Gestión,"Establecimiento de un Observatorio Integrado de Educación y Empleo, con recomendaciones vinculantes que articule la oferta formativa con las demandas del mercado laboral... (Pág. 82)",Normativa/Estructurada
Fuerza Popular,"Educación, Ciencia y Tecnología (CTI)",Big Data y Analítica de Datos,"Implementaremos ""Alerta Estudiante"", sistema nacional de alerta temprana... Integrará datos académicos y socioeconómicos para identificar con anticipación a los jóvenes en riesgo de deserción... (Pág. 84)",Programática
Fuerza Popular,"Desarrollo Social, Trabajo y Cultura",Automatización e Interfaces (Chatbots),"Implementación de una ""Línea Joven Contigo 24/7"", implementar una línea telefónica y plataforma de chat/WhatsApp exclusiva para jóvenes... atendida por psicólogos... (Pág. 84)",Programática
Fuerza Popular,"Desarrollo Social, Trabajo y Cultura","Hardware Avanzado, Robótica y Sensores (IoT)","Implementación del programa nacional ""Amigos con Huella - Sistema Nacional de Tenencia Responsable de Mascotas"", integrando... identificación con microchip en una sola base de datos estatal... (Pág. 84)",Programática
Fuerza Popular,"Educación, Ciencia y Tecnología (CTI)",Inteligencia Artificial,"Implementación de un programa nacional de desarrollo profesional docente en habilidades digitales, inteligencia artificial, competencias socioemocionales y pedagógicas... (Pág. 90)",Programática
Fuerza Popular,"Educación, Ciencia y Tecnología (CTI)",Sistemas de Información y Software de Gestión,"Incorporación de plataformas tecnológicas interoperables para la gestión escolar (matrícula, asistencia, desempeño, recursos financieros). (Pág. 90)",Instrumental
Fuerza Popular,"Educación, Ciencia y Tecnología (CTI)",Conectividad e Infraestructura Digital,"Implementación de proyectos de conectividad integral (fibra óptica, radioenlaces e internet satelital) para el 100% de escuelas rurales. (Pág. 90)",Programática
Fuerza Popular,"Educación, Ciencia y Tecnología (CTI)","Hardware Avanzado, Robótica y Sensores (IoT)",Adquisición de 6 millones de laptops o tablets con conexión a internet para niños en edad escolar. (Pág. 90),Programática
Fuerza Popular,"Educación, Ciencia y Tecnología (CTI)",Inteligencia Artificial,"Reformulación de la enseñanza de ciencias de la computación en primaria y secundaria, integrando la programación e inteligencia artificial. (Pág. 91)",Programática
Fuerza Popular,"Educación, Ciencia y Tecnología (CTI)",Sistemas de Información y Software de Gestión,Expansión del uso de plataformas digitales bilingües y alianzas con el sector privado y embajadas... (Pág. 91),Instrumental
Fuerza Popular,"Educación, Ciencia y Tecnología (CTI)",Sistemas de Información y Software de Gestión,"Creación de la Red Escolar Digital de Lectura ""Perú Lee"", que disponga que todas las tabletas y laptops... incluyan un paquete único y obligatorio de libros y recursos digitales escolares... (Pág. 92)",Programática
Fuerza Popular,"Educación, Ciencia y Tecnología (CTI)",Sistemas de Información y Software de Gestión,"Dotación de infraestructura moderna a las universidades públicas, incluyendo laboratorios y bibliotecas digitales integradas. (Pág. 93)",Instrumental
Fuerza Popular,"Educación, Ciencia y Tecnología (CTI)",Big Data y Analítica de Datos,"Implementación de un Sistema Nacional de Información Educativa Integrada (SNIEI) que articule, en tiempo real, datos de todos los niveles educativos... para identificar alertas tempranas... (Pág. 93)",Normativa/Estructurada
Fuerza Popular,Salud y Seguridad Alimentaria,Sistemas de Información y Software de Gestión,"Implementación de un Padrón Nominal de gestantes y niños menores de 3 años para seguimiento en tiempo real, interoperable con RENIEC y el SIS. (Pág. 97)",Programática
Fuerza Popular,Salud y Seguridad Alimentaria,Sistemas de Información y Software de Gestión,"Desarrollo de una plataforma digital de atención psicológica y orientación emocional con atención 24/7, integrada a la Línea 113 Salud Mental. (Pág. 97)",Programática
Fuerza Popular,Salud y Seguridad Alimentaria,Sistemas de Información y Software de Gestión,"Despliegue de un sistema de telemedicina nacional para ampliar la cobertura de consultas y diagnósticos, especialmente en zonas rurales y de difícil acceso. (Pág. 98)",Programática
Fuerza Popular,Salud y Seguridad Alimentaria,Sistemas de Información y Software de Gestión,Implementación de una red interconectada y referenciada de centros de atención primaria... y garantizando que la orientación... se adapten a los diversos idiomas y contextos culturales... (Pág. 98),Normativa/Estructurada
Fuerza Popular,Salud y Seguridad Alimentaria,Sistemas de Información y Software de Gestión,"Implementación de la interoperabilidad total de historias clínicas electrónicas, homologadas con el número de DNI, permitiendo trazabilidad y atención continua en cualquier establecimiento del país. (Pág. 99)",Normativa/Estructurada
Fuerza Popular,Salud y Seguridad Alimentaria,Sistemas de Información y Software de Gestión,"Desarrollo de un Sistema Nacional de Información Nominal en Salud Infantil y Materna, interoperable con RENIEC, SIS y EsSalud, con alertas tempranas para riesgos de anemia y desnutrición. (Pág. 99)",Normativa/Estructurada
Fuerza Popular,Salud y Seguridad Alimentaria,Inteligencia Artificial,Introducción de algoritmos de detección de brotes epidemiológicos y sistemas predictivos para anticipar emergencias sanitarias y pandemias. (Pág. 99),Instrumental
Fuerza Popular,"Desarrollo Territorial, Vivienda y Agua",Sistemas de Información y Software de Gestión,"Implementación de un Sistema Nacional de Información Catastral y Urbana, interoperable con COFOPRI, SUNARP y municipalidades, complementado con un Catastro Urbano Unificado... (Pág. 109)",Normativa/Estructurada
Fuerza Popular,"Desarrollo Territorial, Vivienda y Agua",Conectividad e Infraestructura Digital,"Desarrollo de Ciudades Inteligentes en terrenos estatales, con servicios completos: agua, desagüe, electricidad, transporte e internet... (Pág. 109)",Programática
Fuerza Popular,"Desarrollo Territorial, Vivienda y Agua",Sistemas de Información y Software de Gestión,Creación de un Sistema Nacional de Información Habitacional que permita monitorear en tiempo real el déficit habitacional cuantitativo y cualitativo... (Pág. 109),Normativa/Estructurada
Fuerza Popular,"Desarrollo Territorial, Vivienda y Agua",Inteligencia Artificial,"Implementación del programa “Mi Título, Mi Hogar Seguro”... con ventanilla única de formalización, uso de inteligencia artificial... (Pág. 110)",Programática
Fuerza Popular,"Desarrollo Territorial, Vivienda y Agua",Sistemas de Información y Software de Gestión,"Establecimiento de un Sistema Nacional de Prevención y Combate del Tráfico de Terrenos, articulado con SUNARP... con georreferenciación, alertas tempranas y sanciones inmediatas. (Pág. 110)",Normativa/Estructurada
Fuerza Popular,"Desarrollo Territorial, Vivienda y Agua","Hardware Avanzado, Robótica y Sensores (IoT)","Implementación de sistemas de monitoreo digital en tiempo real para EPS y SEDAPAL, con sensores de calidad del agua, control de fugas y alertas tempranas. (Pág. 115)",Instrumental
Fuerza Popular,"Desarrollo Social, Trabajo y Cultura",Inteligencia Artificial,"Creación de un “cazador de elegibles digital”, que identifique automáticamente adultos mayores y personas con discapacidad sin beneficio social. (Pág. 117)",Programática
Fuerza Popular,"Desarrollo Social, Trabajo y Cultura",Sistemas de Información y Software de Gestión,"Instalación de billeteras interoperables y agentes del Banco de la Nación, a fin de que todos los pagos sean digitales. (Pág. 117)",Instrumental
Fuerza Popular,"Desarrollo Social, Trabajo y Cultura",Sistemas de Información y Software de Gestión,"Implementación de una ventanilla única digital y territorial para Pensión 65, Contigo y Juntos, con interoperabilidad entre sistemas del MIDIS, MEF y ONP. (Pág. 118)",Programática
Fuerza Popular,"Desarrollo Social, Trabajo y Cultura",Big Data y Analítica de Datos,"Publicación de tableros digitales de transparencia sobre cobertura, tiempos de atención y satisfacción del usuario. (Pág. 118)",Instrumental
Fuerza Popular,"Desarrollo Social, Trabajo y Cultura",Sistemas de Información y Software de Gestión,"Promoción de mecanismos simples, flexibles y digitales de ahorro previsional voluntario para trabajadores independientes... (Pág. 118)",Declarativa
Fuerza Popular,"Desarrollo Territorial, Vivienda y Agua",Inteligencia Artificial,"Integración de catastros, registros y licencias en una ventanilla única digital con inteligencia artificial para la formalización urbana. (Pág. 121)",Programática
Fuerza Popular,Gobernanza y Transformación Digital del Estado,Sistemas de Información y Software de Gestión,"Implementación de un Sistema Nacional de Transparencia y Control Ciudadano, que publique en línea y en tiempo real los avances de metas, presupuestos y proyectos por sector y región. (Pág. 129)",Normativa/Estructurada
Fuerza Popular,Gobernanza y Transformación Digital del Estado,Sistemas de Información y Software de Gestión,"Establecimiento de plataformas ciudadanas amigables y dinámicas de vigilancia para seguimiento de obras públicas, programas sociales y contrataciones del Estado. (Pág. 129)",Instrumental
Partido del Buen Gobierno,Salud y Seguridad Alimentaria,Sistemas de Información y Software de Gestión,"Lograr el aseguramiento universal efectivo, simplificando trámites, con Historia Clínica Electrónica Única, DNI y tarifario común. (Pág. 10)",Programática
Partido del Buen Gobierno,Salud y Seguridad Alimentaria,Sistemas de Información y Software de Gestión,"Implementar mecanismos efectivos de prevención y atención prehospitalaria, incluyendo telemedicina y atención domiciliaria. (Pág. 10)",Instrumental
Partido del Buen Gobierno,Salud y Seguridad Alimentaria,Sistemas de Información y Software de Gestión,Implementación del tarifario único nacional para Intercambio Prestacional. Facturación inmediata post prestación con herramientas informáticas. (Pág. 10),Instrumental
Partido del Buen Gobierno,Salud y Seguridad Alimentaria,Sistemas de Información y Software de Gestión,Historia Clínica Electrónica Única interoperable. (Pág. 10),Programática
Partido del Buen Gobierno,Salud y Seguridad Alimentaria,Sistemas de Información y Software de Gestión,"Atención de urgencias, repotenciar y ampliar el uso de telemedicina con monitoreo de central de emergencias. (Pág. 10)",Instrumental
